# %ECSV 0.9
# ---
# delimiter: ","
# datatype:
# - {name: Wavelength, unit: micron, datatype: float64}
# - {name: y, unit: micron, datatype: float64}
# - {name: x, unit: micron, datatype: float64}
Wavelength,y,x
3.07774,0.0,1584.00
3.08159,0.0,1602.00
3.08544,0.0,1620.00
3.08930,0.0,1638.00
3.09316,0.0,1656.00
3.09703,0.0,1674.00
3.10090,0.0,1692.00
3.10477,0.0,1710.00
3.10866,0.0,1728.00
3.11254,0.0,1746.00
3.11643,0.0,1764.00
3.12033,0.0,1782.00
3.12423,0.0,1800.00
3.12813,0.0,1818.00
3.13204,0.0,1836.00
3.13596,0.0,1854.00
3.13988,0.0,1872.00
3.14380,0.0,1890.00
3.14773,0.0,1908.00
3.15167,0.0,1926.00
3.15561,0.0,1944.00
3.15955,0.0,1962.00
3.16350,0.0,1980.00
3.16746,0.0,1998.00
3.17142,0.0,2016.00
3.17538,0.0,2034.00
3.17935,0.0,2052.00
3.18332,0.0,2070.00
3.18730,0.0,2088.00
3.19129,0.0,2106.00
3.19528,0.0,2124.00
3.19927,0.0,2142.00
3.20327,0.0,2160.00
3.20727,0.0,2178.00
3.21128,0.0,2196.00
3.21530,0.0,2214.00
3.21931,0.0,2232.00
3.22334,0.0,2250.00
3.22737,0.0,2268.00
3.23140,0.0,2286.00
3.23544,0.0,2304.00
3.23949,0.0,2322.00
3.24354,0.0,2340.00
3.24759,0.0,2358.00
3.25165,0.0,2376.00
3.25571,0.0,2394.00
3.25978,0.0,2412.00
3.26386,0.0,2430.00
3.26794,0.0,2448.00
3.27202,0.0,2466.00
3.27611,0.0,2484.00
3.28021,0.0,2502.00
3.28431,0.0,2520.00
3.28841,0.0,2538.00
3.29252,0.0,2556.00
3.29664,0.0,2574.00
3.30076,0.0,2592.00
3.30489,0.0,2610.00
3.30902,0.0,2628.00
3.31315,0.0,2646.00
3.31730,0.0,2664.00
3.32144,0.0,2682.00
3.32559,0.0,2700.00
3.32975,0.0,2718.00
3.33391,0.0,2736.00
3.33808,0.0,2754.00
3.34225,0.0,2772.00
3.34643,0.0,2790.00
3.35061,0.0,2808.00
3.35480,0.0,2826.00
3.35900,0.0,2844.00
3.36319,0.0,2862.00
3.36740,0.0,2880.00
3.37161,0.0,2898.00
3.37582,0.0,2916.00
3.38004,0.0,2934.00
3.38427,0.0,2952.00
3.38850,0.0,2970.00
3.39273,0.0,2988.00
3.39697,0.0,3006.00
3.40122,0.0,3024.00
3.40547,0.0,3042.00
3.40973,0.0,3060.00
3.41399,0.0,3078.00
3.41826,0.0,3096.00
3.42253,0.0,3114.00
3.42681,0.0,3132.00
3.43109,0.0,3150.00
3.43538,0.0,3168.00
3.43968,0.0,3186.00
3.44398,0.0,3204.00
3.44828,0.0,3222.00
3.45259,0.0,3240.00
3.45691,0.0,3258.00
3.46123,0.0,3276.00
3.46555,0.0,3294.00
3.46989,0.0,3312.00
3.47422,0.0,3330.00
3.47857,0.0,3348.00
3.48291,0.0,3366.00
3.48727,0.0,3384.00
3.49163,0.0,3402.00
3.49599,0.0,3420.00
3.50036,0.0,3438.00
3.50474,0.0,3456.00
3.50912,0.0,3474.00
3.51350,0.0,3492.00
3.51790,0.0,3510.00
3.52229,0.0,3528.00
3.52670,0.0,3546.00
3.53110,0.0,3564.00
3.53552,0.0,3582.00
3.53994,0.0,3600.00
3.54436,0.0,3618.00
3.54879,0.0,3636.00
3.55323,0.0,3654.00
3.55767,0.0,3672.00
3.56212,0.0,3690.00
3.56657,0.0,3708.00
3.57103,0.0,3726.00
3.57549,0.0,3744.00
3.57996,0.0,3762.00
3.58444,0.0,3780.00
3.58892,0.0,3798.00
3.59340,0.0,3816.00
3.59790,0.0,3834.00
3.60239,0.0,3852.00
3.60690,0.0,3870.00
3.61140,0.0,3888.00
3.61592,0.0,3906.00
3.62044,0.0,3924.00
3.62496,0.0,3942.00
3.62950,0.0,3960.00
3.63403,0.0,3978.00
3.63857,0.0,3996.00
3.64312,0.0,4014.00
3.64768,0.0,4032.00
3.65224,0.0,4050.00
3.65680,0.0,4068.00
3.66137,0.0,4086.00
3.66595,0.0,4104.00
3.67053,0.0,4122.00
3.67512,0.0,4140.00
3.67971,0.0,4158.00
3.68431,0.0,4176.00
3.68892,0.0,4194.00
3.69353,0.0,4212.00
3.69815,0.0,4230.00
3.70277,0.0,4248.00
3.70740,0.0,4266.00
3.71203,0.0,4284.00
3.71667,0.0,4302.00
3.72132,0.0,4320.00
3.72597,0.0,4338.00
3.73063,0.0,4356.00
3.73529,0.0,4374.00
3.73996,0.0,4392.00
3.74463,0.0,4410.00
3.74932,0.0,4428.00
3.75400,0.0,4446.00
3.75869,0.0,4464.00
3.76339,0.0,4482.00
3.76810,0.0,4500.00
3.77281,0.0,4518.00
3.77752,0.0,4536.00
3.78225,0.0,4554.00
3.78697,0.0,4572.00
3.79171,0.0,4590.00
3.79645,0.0,4608.00
3.80119,0.0,4626.00
3.80594,0.0,4644.00
3.81070,0.0,4662.00
3.81546,0.0,4680.00
3.82023,0.0,4698.00
3.82501,0.0,4716.00
3.82979,0.0,4734.00
3.83458,0.0,4752.00
3.83937,0.0,4770.00
3.84417,0.0,4788.00
3.84898,0.0,4806.00
3.85379,0.0,4824.00
3.85860,0.0,4842.00
3.86343,0.0,4860.00
3.86826,0.0,4878.00
3.87309,0.0,4896.00
3.87793,0.0,4914.00
3.88278,0.0,4932.00
3.88763,0.0,4950.00
3.89249,0.0,4968.00
3.89736,0.0,4986.00
3.90223,0.0,5004.00
3.90711,0.0,5022.00
3.91199,0.0,5040.00
3.91688,0.0,5058.00
3.92178,0.0,5076.00
3.92668,0.0,5094.00
3.93159,0.0,5112.00
3.93650,0.0,5130.00
3.94142,0.0,5148.00
3.94635,0.0,5166.00
3.95128,0.0,5184.00
3.95622,0.0,5202.00
3.96117,0.0,5220.00
3.96612,0.0,5238.00
3.97108,0.0,5256.00
3.97604,0.0,5274.00
3.98101,0.0,5292.00
3.98599,0.0,5310.00
3.99097,0.0,5328.00
3.99596,0.0,5346.00
4.00095,0.0,5364.00
4.00595,0.0,5382.00
4.01096,0.0,5400.00
4.01598,0.0,5418.00
4.02100,0.0,5436.00
4.02602,0.0,5454.00
4.03105,0.0,5472.00
4.03609,0.0,5490.00
4.04114,0.0,5508.00
4.04619,0.0,5526.00
4.05125,0.0,5544.00
4.05631,0.0,5562.00
