axis,case,n,accuracy,precision,recall,f1,brier,ece,auc,pos_rate,flips_bad,flips_good,amp_ratio,control_accuracy,control_brier,d_acc,d_brier
correlated noise,snr5,9072,0.6945546737213404,0.772280270436386,0.5531587057010786,0.6446069000897782,0.25456362407966815,0.22817556860001137,0.7947042385444996,0.35868606701940037,2290,396,1.0,,,-20.877425044091712,0.18599836036618833
gain ramp,x0.25,9072,0.9001322751322751,0.9058245927248382,0.8934624697336562,0.8996010638297872,0.07083875764805671,0.04020781903827861,0.9738890619393292,0.4939373897707231,137,108,1.003009306684554,,,-0.31966490299824013,0.0022734939345768895
gain ramp,x0.5,9072,0.8915343915343915,0.8953565874250167,0.887079022672243,0.8911985846970367,0.07827500153789006,0.052390524941100206,0.9701262638548153,0.49614197530864196,299,192,1.0053044196086482,,,-1.1794532627866006,0.009709737824410244
gain ramp,x1.0,9072,0.8737874779541446,0.8785650623885918,0.8679286814880035,0.8732144834459086,0.0961439984732569,0.07365451395322145,0.9594742653636188,0.4947089947089947,585,317,1.0057105297346853,,,-2.9541446208112943,0.027578734759777082
gain ramp,x2.0,9072,0.8253968253968254,0.8243806182854637,0.8276469293418446,0.8260105448154658,0.143229846482945,0.1252938564969761,0.9250319327879757,0.5027557319223986,1138,431,1.036581093647778,,,-7.793209876543217,0.0746645827694652
baseline offset,x0.25,9072,0.9033289241622575,0.9080587711487088,0.8978648470173894,0.9029330381848367,0.06856526371347982,0.03734109164859039,0.9750789382990155,0.49514991181657847,0,0,1.0,,,0.0,0.0
baseline offset,x0.5,9072,0.9033289241622575,0.9080587711487088,0.8978648470173894,0.9029330381848367,0.06856526371347982,0.03734109164859039,0.9750789382990155,0.49514991181657847,0,0,1.0,,,0.0,0.0
baseline offset,x1.0,9072,0.9033289241622575,0.9080587711487088,0.8978648470173894,0.9029330381848367,0.06856526371347982,0.03734109164859039,0.9750789382990155,0.49514991181657847,0,0,1.0,,,0.0,0.0
baseline offset,x2.0,9072,0.9033289241622575,0.9080587711487088,0.8978648470173894,0.9029330381848367,0.06856526371347982,0.03734109164859039,0.9750789382990155,0.49514991181657847,0,0,1.0,,,0.0,0.0
absolute noise,20 ppm,9072,0.8707010582010583,0.9176995537927616,0.8148800352190183,0.8632388947184331,0.10645765455585351,0.07696931285265614,0.9430044752318161,0.44466490299823636,715,419,1.0,,,-3.2627865961199265,0.0378923908423737
absolute noise,50 ppm,9072,0.841820987654321,0.9139584443260522,0.7552278230244331,0.8270459202121249,0.1332953790077383,0.11109161259311588,0.9204574069025757,0.41380070546737213,966,408,1.0,,,-6.150793650793651,0.06473011529425848
absolute noise,100 ppm,9072,0.8166887125220459,0.9086265607264472,0.7048206031256878,0.7938514937399281,0.15763285807458913,0.13233107921847376,0.8962841126524508,0.38844797178130513,1186,400,1.0,,,-8.664021164021163,0.08906759436110931
absolute noise,200 ppm,9072,0.7804232804232805,0.9068580542264753,0.6257979308826767,0.7405574368325085,0.19157072202695682,0.16905720425206686,0.864635646901347,0.3455687830687831,1506,391,1.0,,,-12.290564373897706,0.123005458313477
noise colouring,white snr15,9072,0.8957231040564374,0.8995778715840924,0.8912612810917896,0.8954002653693056,0.07590930174052238,0.04700314788543378,0.9705783361920273,0.49614197530864196,486,417,1.0,,,-0.7605820105820116,0.00734403802704256
noise colouring,ariel snr15,9072,0.902336860670194,0.9064236496999333,0.8976447281532027,0.9020128290201282,0.06953187014257124,0.040011139230934606,0.9745693939907502,0.4959215167548501,422,413,1.0,,,-0.09920634920634885,0.0009666064290914239
noise colouring,white snr10,9072,0.8762125220458554,0.8881071266454834,0.8613251155624037,0.874511118560733,0.08930907680108588,0.04916856624201117,0.9573741447672537,0.48567019400352734,642,396,1.0,,,-2.7116402116402094,0.02074381308760606
noise colouring,ariel snr10,9072,0.8873456790123457,0.9009337280801639,0.8707902267224301,0.8856055518244907,0.08090677478451051,0.041617885884283154,0.964480523611697,0.48401675485008816,538,393,1.0,,,-1.5983245149911784,0.012341511071030695
noise colouring,white snr7,9072,0.8345458553791887,0.8751850024666995,0.7809817301342725,0.8254042107711993,0.11976544948893467,0.07479446263949532,0.9287437472804092,0.4468694885361552,1046,422,1.0,,,-6.8783068783068835,0.05120018577545485
noise colouring,ariel snr7,9072,0.8506393298059964,0.893969352446861,0.7961699317631521,0.8422400745139131,0.1058091721173162,0.062400548983165334,0.9441865266550628,0.44598765432098764,895,417,1.0,,,-5.268959435626108,0.03724390840383639
noise colouring,white snr5,9072,0.7708333333333334,0.8660130718954249,0.6416464891041163,0.7371349095966621,0.16825735164329933,0.12691993990790768,0.8866718343648561,0.37103174603174605,1590,388,1.0,,,-13.249559082892414,0.09969208792981951
noise colouring,ariel snr5,9072,0.7886904761904762,0.8954819277108433,0.6544133832269425,0.7561999236932468,0.15382755320765729,0.12488390941182873,0.9105479511375976,0.36596119929453264,1435,395,1.0,,,-11.463844797178135,0.08526228949417747
extrapolation,radius>15 vs control,7313,0.8973061670996855,0.8816783945790982,0.9192934782608696,0.9000931222562193,0.07383990229142096,0.03838550350644592,0.9725159767350016,,0,0,,0.9596061807739641,0.028212390368391384,-0.6022757062572048,0.0052746385779411376
